Incident_ID,Created_Date,Resolved_Date,closed_at,priority,category,Assigned_To,SLA_Status,Resolution_Time,Category,Priority
INC0014625,2016-04-04 08:53:00,,9/4/2016 09:59,3 - Moderate,Category 26,Group 70,Met,,Category 26,3 - Moderate
INC0014626,2016-04-04 08:53:00,2016-04-04 14:57:00,9/4/2016 14:59,4 - Low,Category 53,Group 23,Met,0.0,Category 53,4 - Low
INC0014627,2016-04-04 08:53:00,2016-04-04 08:56:00,9/4/2016 08:59,3 - Moderate,Category 24,Group 24,Met,0.0,Category 24,3 - Moderate
INC0014628,2016-04-04 08:54:00,2016-04-04 08:56:00,9/4/2016 08:59,3 - Moderate,Category 46,?,Met,0.0,Category 46,3 - Moderate
INC0014629,2016-04-04 08:54:00,2016-04-07 03:59:00,12/4/2016 04:59,3 - Moderate,Category 26,?,Met,2.0,Category 26,3 - Moderate
INC0014630,2016-04-04 08:54:00,2016-04-05 14:00:00,10/4/2016 14:59,3 - Moderate,Category 32,?,Met,1.0,Category 32,3 - Moderate
INC0014631,2016-04-04 08:55:00,2016-04-04 09:17:00,9/4/2016 09:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0014632,2016-04-04 08:56:00,2016-04-04 16:24:00,9/4/2016 16:59,3 - Moderate,Category 46,Group 39,Met,0.0,Category 46,3 - Moderate
INC0014633,2016-04-04 08:56:00,2016-04-04 08:57:00,9/4/2016 08:59,3 - Moderate,Category 24,Group 24,Met,0.0,Category 24,3 - Moderate
INC0014634,2016-04-04 08:57:00,2016-04-04 09:15:00,9/4/2016 09:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014635,2016-04-04 08:57:00,2016-04-04 16:53:00,9/4/2016 16:59,3 - Moderate,Category 9,Group 24,Met,0.0,Category 9,3 - Moderate
INC0014636,2016-04-04 08:58:00,2016-04-04 08:59:00,9/4/2016 09:59,3 - Moderate,Category 24,Group 24,Met,0.0,Category 24,3 - Moderate
INC0014637,2016-04-04 08:58:00,2016-04-04 09:15:00,9/4/2016 09:59,3 - Moderate,Category 20,Group 70,Met,0.0,Category 20,3 - Moderate
INC0014638,2016-04-04 08:59:00,2016-04-11 21:01:00,16/4/2016 21:07,4 - Low,Category 32,Group 70,Met,7.0,Category 32,4 - Low
INC0014639,2016-04-04 08:59:00,2016-04-04 09:01:00,9/4/2016 09:59,3 - Moderate,Category 24,Group 24,Met,0.0,Category 24,3 - Moderate
INC0014640,2016-04-04 09:00:00,2016-04-04 09:07:00,9/4/2016 09:59,3 - Moderate,Category 46,?,Met,0.0,Category 46,3 - Moderate
INC0014643,2016-04-04 09:01:00,2016-04-04 09:46:00,6/4/2016 13:52,3 - Moderate,Category 57,Group 65,Met,0.0,Category 57,3 - Moderate
INC0014644,2016-04-04 09:01:00,2016-04-05 17:06:00,10/4/2016 17:59,3 - Moderate,Category 19,Group 73,Met,1.0,Category 19,3 - Moderate
INC0014645,2016-04-04 09:01:00,2016-04-25 09:57:00,30/4/2016 10:07,3 - Moderate,Category 24,Group 27,Breached,21.0,Category 24,3 - Moderate
INC0014646,2016-04-04 09:01:00,2016-04-04 10:13:00,9/4/2016 10:59,3 - Moderate,Category 46,Group 70,Met,0.0,Category 46,3 - Moderate
INC0014647,2016-04-04 09:03:00,2016-04-04 09:15:00,23/5/2016 11:07,3 - Moderate,Category 23,Group 20,Breached,0.0,Category 23,3 - Moderate
INC0014649,2016-04-04 09:04:00,2016-04-04 09:36:00,6/4/2016 13:52,3 - Moderate,Category 57,Group 65,Met,0.0,Category 57,3 - Moderate
INC0014654,2016-04-04 09:07:00,2016-04-04 09:09:00,9/4/2016 09:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0014655,2016-04-04 09:08:00,2016-04-04 09:38:00,9/4/2016 09:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0014656,2016-04-04 09:08:00,2016-04-06 16:55:00,11/4/2016 16:59,3 - Moderate,Category 37,Group 30,Met,2.0,Category 37,3 - Moderate
INC0014657,2016-04-04 09:09:00,2016-04-19 10:04:00,24/4/2016 10:07,3 - Moderate,Category 53,Group 12,Breached,15.0,Category 53,3 - Moderate
INC0014658,2016-04-04 09:10:00,2016-04-04 10:30:00,9/4/2016 10:59,3 - Moderate,Category 26,Group 73,Met,0.0,Category 26,3 - Moderate
INC0014659,2016-04-04 09:11:00,2016-04-05 14:04:00,10/4/2016 14:59,3 - Moderate,Category 26,?,Met,1.0,Category 26,3 - Moderate
INC0014660,2016-04-04 09:13:00,2016-04-04 09:20:00,9/4/2016 09:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014661,2016-04-04 09:14:00,2016-04-04 09:17:00,9/4/2016 09:59,3 - Moderate,Category 53,?,Met,0.0,Category 53,3 - Moderate
INC0014662,2016-04-04 09:14:00,2016-04-04 09:17:00,9/4/2016 09:59,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0014663,2016-04-04 09:14:00,2016-04-05 11:43:00,10/4/2016 11:59,3 - Moderate,Category 9,Group 25,Met,1.0,Category 9,3 - Moderate
INC0014664,2016-04-04 09:14:00,2016-04-04 09:22:00,9/4/2016 09:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0014665,2016-04-04 09:15:00,2016-04-08 09:15:00,13/4/2016 09:59,3 - Moderate,Category 61,Group 25,Breached,4.0,Category 61,3 - Moderate
INC0014666,2016-04-04 09:15:00,2016-04-06 11:38:00,11/4/2016 11:59,3 - Moderate,Category 53,Group 12,Met,2.0,Category 53,3 - Moderate
INC0014667,2016-04-04 09:15:00,2016-04-04 14:34:00,9/4/2016 14:59,3 - Moderate,Category 53,Group 23,Met,0.0,Category 53,3 - Moderate
INC0014669,2016-04-04 09:18:00,2016-04-06 14:20:00,11/4/2016 14:59,3 - Moderate,Category 26,Group 29,Met,2.0,Category 26,3 - Moderate
INC0014670,2016-04-04 09:19:00,2016-04-04 17:26:00,9/4/2016 17:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0014672,2016-04-04 09:19:00,,9/4/2016 09:59,3 - Moderate,Category 26,Group 70,Met,,Category 26,3 - Moderate
INC0014673,2016-04-04 09:20:00,2016-04-04 09:24:00,9/4/2016 09:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014674,2016-04-04 09:21:00,2016-04-06 15:14:00,11/4/2016 15:59,3 - Moderate,Category 24,Group 25,Met,2.0,Category 24,3 - Moderate
INC0014675,2016-04-04 09:21:00,2016-04-19 10:09:00,24/4/2016 10:10,3 - Moderate,Category 53,Group 12,Breached,15.0,Category 53,3 - Moderate
INC0014676,2016-04-04 09:22:00,2016-04-06 09:39:00,6/4/2016 13:52,3 - Moderate,Category 46,Group 51,Met,2.0,Category 46,3 - Moderate
INC0014678,2016-04-04 09:22:00,2016-04-19 10:10:00,24/4/2016 11:07,3 - Moderate,Category 57,Group 12,Breached,15.0,Category 57,3 - Moderate
INC0014679,2016-04-04 09:23:00,2016-04-05 15:48:00,10/4/2016 15:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0014681,2016-04-04 09:23:00,2016-04-07 15:03:00,12/4/2016 15:59,3 - Moderate,Category 37,Group 23,Met,3.0,Category 37,3 - Moderate
INC0014682,2016-04-04 09:23:00,2016-04-05 15:45:00,10/4/2016 15:59,3 - Moderate,Category 53,Group 23,Met,1.0,Category 53,3 - Moderate
INC0014683,2016-04-04 09:24:00,2016-04-04 09:28:00,9/4/2016 09:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014684,2016-04-04 09:25:00,2016-04-05 14:40:00,10/4/2016 14:59,3 - Moderate,Category 37,Group 48,Met,1.0,Category 37,3 - Moderate
INC0014685,2016-04-04 09:25:00,2016-04-04 09:37:00,9/4/2016 09:59,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0014687,2016-04-04 09:25:00,2016-04-19 10:12:00,24/4/2016 11:07,3 - Moderate,Category 53,Group 12,Breached,15.0,Category 53,3 - Moderate
INC0014689,2016-04-04 09:27:00,2016-04-19 15:37:00,24/4/2016 16:07,3 - Moderate,Category 24,Group 28,Breached,15.0,Category 24,3 - Moderate
INC0014690,2016-04-04 09:27:00,2016-04-04 16:27:00,9/4/2016 16:59,3 - Moderate,Category 42,Group 39,Met,0.0,Category 42,3 - Moderate
INC0014695,2016-04-04 09:29:00,2016-04-04 13:51:00,9/4/2016 13:59,3 - Moderate,Category 53,Group 20,Met,0.0,Category 53,3 - Moderate
INC0014696,2016-04-04 09:32:00,2016-04-05 14:34:00,10/4/2016 14:59,3 - Moderate,Category 26,?,Met,1.0,Category 26,3 - Moderate
INC0014698,2016-04-04 09:35:00,2016-04-04 09:38:00,9/4/2016 09:59,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0014699,2016-04-04 09:35:00,2016-04-04 09:51:00,9/4/2016 09:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0014701,2016-04-04 09:36:00,2016-04-05 14:20:00,10/4/2016 14:59,3 - Moderate,Category 32,?,Met,1.0,Category 32,3 - Moderate
INC0014702,2016-04-04 09:36:00,2016-04-04 09:37:00,9/4/2016 09:59,3 - Moderate,Category 37,Group 70,Met,0.0,Category 37,3 - Moderate
INC0014703,2016-04-04 09:37:00,2016-04-19 10:14:00,24/4/2016 11:07,3 - Moderate,Category 57,Group 12,Breached,15.0,Category 57,3 - Moderate
INC0014704,2016-04-04 09:38:00,2016-04-05 09:35:00,10/4/2016 09:59,3 - Moderate,Category 53,Group 56,Met,0.0,Category 53,3 - Moderate
INC0014707,2016-04-04 09:38:00,2016-04-04 10:10:00,9/4/2016 10:59,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0014708,2016-04-04 09:39:00,2016-04-04 09:54:00,9/4/2016 09:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014709,2016-04-04 09:39:00,2016-04-05 16:59:00,10/4/2016 17:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0014710,2016-04-04 09:40:00,2016-04-04 11:30:00,9/4/2016 11:59,3 - Moderate,Category 37,?,Met,0.0,Category 37,3 - Moderate
INC0014711,2016-04-04 09:40:00,2016-04-12 12:44:00,17/4/2016 13:07,3 - Moderate,Category 26,Group 29,Breached,8.0,Category 26,3 - Moderate
INC0014712,2016-04-04 09:42:00,2016-04-25 16:24:00,30/4/2016 17:07,3 - Moderate,Category 46,Group 66,Breached,21.0,Category 46,3 - Moderate
INC0014713,2016-04-04 09:42:00,2016-04-06 11:18:00,11/4/2016 11:59,3 - Moderate,Category 46,Group 33,Met,2.0,Category 46,3 - Moderate
INC0014715,2016-04-04 09:43:00,2016-04-04 10:36:00,9/4/2016 10:59,3 - Moderate,Category 9,Group 27,Met,0.0,Category 9,3 - Moderate
INC0014716,2016-04-04 09:43:00,2016-04-04 09:50:00,9/4/2016 09:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014717,2016-04-04 09:44:00,2016-04-05 13:39:00,10/4/2016 13:59,3 - Moderate,Category 23,Group 28,Met,1.0,Category 23,3 - Moderate
INC0014718,2016-04-04 09:47:00,2016-04-04 09:56:00,9/4/2016 09:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014719,2016-04-04 09:48:00,2016-04-05 14:25:00,10/4/2016 14:59,3 - Moderate,Category 32,?,Met,1.0,Category 32,3 - Moderate
INC0014720,2016-04-04 09:49:00,2016-04-04 09:58:00,9/4/2016 09:59,3 - Moderate,Category 42,?,Met,0.0,Category 42,3 - Moderate
INC0014722,2016-04-04 09:50:00,2016-04-05 12:34:00,10/4/2016 12:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0014723,2016-04-04 09:51:00,2016-04-05 16:47:00,10/4/2016 16:59,3 - Moderate,Category 43,Group 39,Met,1.0,Category 43,3 - Moderate
INC0014724,2016-04-04 09:51:00,2016-04-04 10:58:00,9/4/2016 10:59,3 - Moderate,Category 32,Group 64,Met,0.0,Category 32,3 - Moderate
INC0014725,2016-04-04 09:52:00,2016-04-05 15:46:00,10/4/2016 15:59,3 - Moderate,Category 23,Group 25,Met,1.0,Category 23,3 - Moderate
INC0014726,2016-04-04 09:52:00,2016-04-05 14:46:00,10/4/2016 14:59,3 - Moderate,Category 13,?,Met,1.0,Category 13,3 - Moderate
INC0014727,2016-04-04 09:54:00,2016-04-04 10:07:00,9/4/2016 10:59,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0014728,2016-04-04 09:55:00,2016-04-05 12:28:00,10/4/2016 12:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0014729,2016-04-04 09:56:00,2016-04-12 14:22:00,17/4/2016 15:07,3 - Moderate,Category 26,?,Breached,8.0,Category 26,3 - Moderate
INC0014730,2016-04-04 09:56:00,2016-04-04 11:03:00,9/4/2016 11:59,3 - Moderate,Category 37,Group 49,Met,0.0,Category 37,3 - Moderate
INC0014731,2016-04-04 09:56:00,2016-04-04 10:19:00,9/4/2016 10:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014732,2016-04-04 09:57:00,2016-04-04 10:08:00,9/4/2016 10:59,3 - Moderate,Category 9,?,Met,0.0,Category 9,3 - Moderate
INC0014733,2016-04-04 10:00:00,2016-04-04 10:22:00,9/4/2016 10:59,3 - Moderate,Category 53,?,Met,0.0,Category 53,3 - Moderate
INC0014734,2016-04-04 10:00:00,2016-08-18 13:49:00,23/8/2016 14:00,3 - Moderate,Category 34,Group 9,Breached,136.0,Category 34,3 - Moderate
INC0014735,2016-04-04 10:02:00,2016-04-04 10:11:00,9/4/2016 10:59,3 - Moderate,Category 32,?,Met,0.0,Category 32,3 - Moderate
INC0014736,2016-04-04 10:03:00,2016-04-04 15:16:00,9/4/2016 15:59,3 - Moderate,Category 37,Group 49,Met,0.0,Category 37,3 - Moderate
INC0014737,2016-04-04 10:04:00,2016-04-04 11:26:00,9/4/2016 11:59,3 - Moderate,Category 17,Group 69,Met,0.0,Category 17,3 - Moderate
INC0014738,2016-04-04 10:07:00,2016-04-15 09:00:00,20/4/2016 09:07,3 - Moderate,Category 32,Group 66,Breached,10.0,Category 32,3 - Moderate
INC0014740,2016-04-04 10:10:00,2016-04-11 10:02:00,16/4/2016 10:07,3 - Moderate,Category 23,Group 25,Breached,6.0,Category 23,3 - Moderate
INC0014741,2016-04-04 10:10:00,2016-10-13 11:11:00,18/10/2016 13:00,3 - Moderate,Category 46,Group 15,Breached,192.0,Category 46,3 - Moderate
INC0014742,2016-04-04 10:12:00,2016-04-06 12:10:00,11/4/2016 12:59,3 - Moderate,Category 9,Group 25,Met,2.0,Category 9,3 - Moderate
INC0014744,2016-04-04 10:16:00,2016-04-05 03:20:00,10/4/2016 03:59,3 - Moderate,Category 32,?,Met,0.0,Category 32,3 - Moderate
INC0014746,2016-04-04 10:18:00,2016-04-07 11:50:00,8/4/2016 07:48,3 - Moderate,Category 43,Group 13,Met,3.0,Category 43,3 - Moderate
INC0014747,2016-04-04 10:20:00,2016-04-04 11:43:00,9/4/2016 11:59,4 - Low,Category 42,Group 28,Met,0.0,Category 42,4 - Low
INC0014748,2016-04-04 10:21:00,2016-04-08 08:19:00,13/4/2016 08:59,3 - Moderate,Category 26,?,Breached,3.0,Category 26,3 - Moderate
INC0014749,2016-04-04 10:21:00,2016-04-04 10:29:00,9/4/2016 10:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014750,2016-04-04 10:21:00,2016-04-08 14:40:00,13/4/2016 14:59,3 - Moderate,Category 37,Group 24,Breached,4.0,Category 37,3 - Moderate
INC0014751,2016-04-04 10:23:00,2016-04-05 09:50:00,10/4/2016 09:59,3 - Moderate,Category 46,Group 6,Met,0.0,Category 46,3 - Moderate
INC0014752,2016-04-04 10:28:00,2016-04-04 16:49:00,9/4/2016 16:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0014757,2016-04-04 10:31:00,2016-04-04 11:53:00,9/4/2016 11:59,3 - Moderate,Category 46,Group 22,Met,0.0,Category 46,3 - Moderate
INC0014759,2016-04-04 10:34:00,2016-04-05 14:29:00,10/4/2016 22:28,3 - Moderate,Category 24,Group 25,Met,1.0,Category 24,3 - Moderate
INC0014760,2016-04-04 10:35:00,2016-04-04 15:06:00,9/4/2016 15:59,3 - Moderate,Category 37,Group 24,Met,0.0,Category 37,3 - Moderate
INC0014761,2016-04-04 10:36:00,2016-04-05 10:01:00,10/4/2016 10:59,3 - Moderate,Category 42,Group 3,Met,0.0,Category 42,3 - Moderate
INC0014762,2016-04-04 10:36:00,2016-04-05 14:57:00,10/4/2016 14:59,3 - Moderate,Category 26,Group 70,Met,1.0,Category 26,3 - Moderate
INC0014763,2016-04-04 10:38:00,2016-04-04 15:08:00,9/4/2016 15:59,3 - Moderate,Category 40,Group 23,Met,0.0,Category 40,3 - Moderate
INC0014765,2016-04-04 10:39:00,2016-04-12 10:18:00,17/4/2016 11:07,3 - Moderate,Category 57,Group 23,Breached,7.0,Category 57,3 - Moderate
INC0014766,2016-04-04 10:39:00,2016-04-04 17:30:00,9/4/2016 17:59,3 - Moderate,Category 46,Group 22,Met,0.0,Category 46,3 - Moderate
INC0014769,2016-04-04 10:43:00,2016-04-29 14:23:00,4/5/2016 15:07,3 - Moderate,Category 46,Group 10,Breached,25.0,Category 46,3 - Moderate
INC0014770,2016-04-04 10:44:00,2016-04-29 17:01:00,4/5/2016 17:07,3 - Moderate,Category 53,Group 25,Breached,25.0,Category 53,3 - Moderate
INC0014771,2016-04-04 10:45:00,2016-04-11 17:01:00,11/4/2016 17:01,3 - Moderate,Category 46,Group 58,Met,7.0,Category 46,3 - Moderate
INC0014772,2016-04-04 10:46:00,2016-04-04 16:35:00,9/4/2016 16:59,3 - Moderate,Category 42,Group 39,Met,0.0,Category 42,3 - Moderate
INC0014773,2016-04-04 10:48:00,2016-04-04 13:15:00,9/4/2016 13:59,3 - Moderate,Category 26,Group 24,Met,0.0,Category 26,3 - Moderate
INC0014774,2016-04-04 10:51:00,2016-04-11 12:36:00,16/4/2016 13:07,3 - Moderate,Category 9,Group 27,Breached,7.0,Category 9,3 - Moderate
INC0014775,2016-04-04 10:51:00,2016-04-05 12:27:00,10/4/2016 12:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0014776,2016-04-04 10:51:00,2016-04-19 10:17:00,24/4/2016 11:07,3 - Moderate,Category 61,Group 12,Breached,14.0,Category 61,3 - Moderate
INC0014777,2016-04-04 10:52:00,2016-04-07 15:23:00,12/4/2016 15:59,3 - Moderate,Category 26,Group 27,Met,3.0,Category 26,3 - Moderate
INC0014778,2016-04-04 10:54:00,2016-04-06 15:46:00,11/4/2016 15:59,3 - Moderate,Category 46,Group 6,Met,2.0,Category 46,3 - Moderate
INC0014779,2016-04-04 10:55:00,2016-04-15 16:42:00,20/4/2016 17:07,3 - Moderate,Category 37,Group 29,Breached,11.0,Category 37,3 - Moderate
INC0014780,2016-04-04 10:56:00,2016-04-05 15:57:00,10/4/2016 15:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0014782,2016-04-04 10:57:00,2016-04-04 17:11:00,9/4/2016 17:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014783,2016-04-04 10:57:00,2016-04-06 23:32:00,11/4/2016 23:59,3 - Moderate,Category 46,?,Met,2.0,Category 46,3 - Moderate
INC0014785,2016-04-04 10:59:00,2016-04-05 13:03:00,10/4/2016 13:59,3 - Moderate,Category 26,?,Met,1.0,Category 26,3 - Moderate
INC0014786,2016-04-04 11:00:00,2016-04-04 11:07:00,9/4/2016 11:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014787,2016-04-04 11:03:00,2016-06-21 11:44:00,26/6/2016 12:00,3 - Moderate,Category 53,Group 76,Breached,78.0,Category 53,3 - Moderate
INC0014788,2016-04-04 11:03:00,2016-04-18 14:46:00,23/4/2016 15:07,3 - Moderate,Category 37,Group 72,Breached,14.0,Category 37,3 - Moderate
INC0014790,2016-04-04 11:04:00,2016-04-05 17:02:00,10/4/2016 17:59,4 - Low,Category 42,Group 39,Met,1.0,Category 42,4 - Low
INC0014791,2016-04-04 11:05:00,,23/5/2016 11:07,3 - Moderate,Category 53,Group 76,Breached,,Category 53,3 - Moderate
INC0014792,2016-04-04 11:06:00,2016-04-05 19:41:00,10/4/2016 19:59,3 - Moderate,Category 32,Group 70,Met,1.0,Category 32,3 - Moderate
INC0014794,2016-04-04 11:07:00,2016-04-15 15:18:00,20/4/2016 16:07,3 - Moderate,Category 61,Group 73,Breached,11.0,Category 61,3 - Moderate
INC0014795,2016-04-04 11:08:00,2016-04-04 21:02:00,9/4/2016 21:59,3 - Moderate,Category 26,Group 29,Met,0.0,Category 26,3 - Moderate
INC0014796,2016-04-04 11:08:00,2016-04-04 15:14:00,9/4/2016 15:59,3 - Moderate,Category 13,Group 23,Met,0.0,Category 13,3 - Moderate
INC0014797,2016-04-04 11:10:00,2016-04-04 11:15:00,9/4/2016 11:59,3 - Moderate,Category 23,?,Met,0.0,Category 23,3 - Moderate
INC0014798,2016-04-04 11:10:00,2016-08-30 11:26:00,4/9/2016 12:00,3 - Moderate,Category 42,Group 3,Breached,148.0,Category 42,3 - Moderate
INC0014799,2016-04-04 11:13:00,2016-04-19 10:28:00,24/4/2016 11:07,3 - Moderate,Category 53,Group 12,Breached,14.0,Category 53,3 - Moderate
INC0014801,2016-04-04 11:13:00,2016-04-04 21:18:00,9/4/2016 21:59,3 - Moderate,Category 24,Group 29,Met,0.0,Category 24,3 - Moderate
INC0014803,2016-04-04 11:14:00,2016-04-04 11:16:00,9/4/2016 11:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014804,2016-04-04 11:14:00,2016-10-13 10:53:00,18/10/2016 12:00,3 - Moderate,Category 46,Group 15,Breached,191.0,Category 46,3 - Moderate
INC0014806,2016-04-04 11:15:00,2016-04-04 16:53:00,9/4/2016 16:59,3 - Moderate,Category 43,Group 39,Met,0.0,Category 43,3 - Moderate
INC0014807,2016-04-04 11:16:00,2016-04-13 18:19:00,18/4/2016 16:10,3 - Moderate,Category 46,Group 33,Breached,9.0,Category 46,3 - Moderate
INC0014809,2016-04-04 11:16:00,2016-04-04 11:29:00,9/4/2016 11:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014810,2016-04-04 11:17:00,2016-04-04 11:29:00,9/4/2016 11:59,3 - Moderate,Category 35,Group 70,Met,0.0,Category 35,3 - Moderate
INC0014811,2016-04-04 11:17:00,2016-04-04 14:41:00,9/4/2016 14:59,3 - Moderate,Category 9,Group 24,Met,0.0,Category 9,3 - Moderate
INC0014813,2016-04-04 11:18:00,2016-04-05 12:23:00,10/4/2016 12:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0014814,2016-04-04 11:22:00,2016-04-04 11:54:00,9/4/2016 11:59,3 - Moderate,Category 20,Group 70,Met,0.0,Category 20,3 - Moderate
INC0014815,2016-04-04 11:23:00,2016-04-04 11:33:00,9/4/2016 11:59,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0014816,2016-04-04 11:24:00,2016-04-04 14:06:00,9/4/2016 14:59,3 - Moderate,Category 46,Group 55,Met,0.0,Category 46,3 - Moderate
INC0014817,2016-04-04 11:25:00,2016-05-12 08:25:00,17/5/2016 09:07,3 - Moderate,Category 42,Group 10,Breached,37.0,Category 42,3 - Moderate
INC0014818,2016-04-04 11:28:00,2016-04-04 11:38:00,9/4/2016 11:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014819,2016-04-04 11:28:00,2016-04-05 15:15:00,10/4/2016 15:59,3 - Moderate,Category 26,?,Met,1.0,Category 26,3 - Moderate
INC0014820,2016-04-04 11:28:00,2016-04-05 16:25:00,10/4/2016 16:59,3 - Moderate,Category 53,Group 25,Met,1.0,Category 53,3 - Moderate
INC0014821,2016-04-04 11:29:00,2016-08-18 14:48:00,23/8/2016 15:00,3 - Moderate,Category 34,Group 9,Breached,136.0,Category 34,3 - Moderate
INC0014822,2016-04-04 11:31:00,2016-04-06 11:57:00,11/4/2016 13:00,3 - Moderate,Category 53,Group 70,Met,2.0,Category 53,3 - Moderate
INC0014823,2016-04-04 11:35:00,2016-04-04 12:36:00,9/4/2016 12:59,3 - Moderate,Category 26,Group 73,Met,0.0,Category 26,3 - Moderate
INC0014824,2016-04-04 11:35:00,2016-04-04 12:51:00,9/4/2016 12:59,3 - Moderate,Category 26,Group 25,Met,0.0,Category 26,3 - Moderate
INC0014825,2016-04-04 11:36:00,2016-04-11 15:20:00,16/4/2016 16:07,3 - Moderate,Category 53,Group 23,Breached,7.0,Category 53,3 - Moderate
INC0014827,2016-04-04 11:38:00,2016-04-11 11:33:00,16/4/2016 12:07,3 - Moderate,Category 46,?,Breached,6.0,Category 46,3 - Moderate
INC0014829,2016-04-04 11:42:00,2016-04-08 08:53:00,13/4/2016 08:59,3 - Moderate,Category 26,Group 70,Breached,3.0,Category 26,3 - Moderate
INC0014830,2016-04-04 11:43:00,2016-04-04 11:49:00,9/4/2016 11:59,3 - Moderate,Category 46,Group 70,Met,0.0,Category 46,3 - Moderate
INC0014831,2016-04-04 11:47:00,2016-04-07 11:39:00,12/4/2016 11:59,3 - Moderate,Category 23,Group 70,Met,2.0,Category 23,3 - Moderate
INC0014832,2016-04-04 11:47:00,2016-04-04 19:41:00,9/4/2016 19:59,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0014833,2016-04-04 11:47:00,2016-04-04 11:52:00,9/4/2016 11:59,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0014834,2016-04-04 11:49:00,2016-04-05 16:46:00,10/4/2016 16:59,3 - Moderate,Category 46,?,Met,1.0,Category 46,3 - Moderate
INC0014835,2016-04-04 11:51:00,2016-04-05 23:18:00,10/4/2016 23:59,3 - Moderate,Category 42,Group 70,Met,1.0,Category 42,3 - Moderate
INC0014836,2016-04-04 11:52:00,2016-04-06 15:30:00,11/4/2016 15:59,3 - Moderate,Category 20,Group 70,Met,2.0,Category 20,3 - Moderate
INC0014837,2016-04-04 11:52:00,2016-04-04 14:56:00,9/4/2016 14:59,3 - Moderate,Category 24,Group 24,Met,0.0,Category 24,3 - Moderate
INC0014838,2016-04-04 11:53:00,2016-04-04 12:04:00,9/4/2016 12:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0014839,2016-04-04 11:53:00,2016-04-04 14:19:00,9/4/2016 14:59,3 - Moderate,Category 24,Group 24,Met,0.0,Category 24,3 - Moderate
INC0014840,2016-04-04 11:54:00,2016-04-06 10:39:00,11/4/2016 10:59,3 - Moderate,Category 57,Group 33,Met,1.0,Category 57,3 - Moderate
INC0014841,2016-04-04 11:55:00,2016-04-04 12:02:00,23/5/2016 11:07,3 - Moderate,Category 23,Group 20,Breached,0.0,Category 23,3 - Moderate
INC0014843,2016-04-04 11:57:00,2016-04-11 14:28:00,16/4/2016 15:07,3 - Moderate,Category 46,Group 57,Breached,7.0,Category 46,3 - Moderate
